327.689.140-96;Lucas Duarte;1952-07-29;Roberto Carlos;2024-10-17;VIP;435.48
579.438.602-92;Thomas da Costa;1954-01-27;Anitta;2024-09-28;VIP;400.05
327.940.861-03;Sofia Araújo;1961-01-06;Ivete Sangalo;2024-12-18;Camarote;240.7
028.945.173-60;Kevin da Cruz;2006-03-01;Anitta;2024-10-19;VIP;412.95
194.832.765-19;Ana Clara Fogaça;1945-10-29;Rock in Rio;2024-08-26;VIP;423.69
984.652.731-46;Gustavo Novaes;1980-05-16;Anitta;2024-08-17;Pista Premium;380.89
912.706.458-11;Lara Porto;1994-02-19;Roberto Carlos;2024-12-06;Arquibancada;190.48
063.129.457-07;Sr. Leonardo Moreira;1993-05-23;Rock in Rio;2024-10-12;Pista;137.47
302.198.765-68;Noah da Costa;1995-09-26;Anitta;2024-10-29;Pista;124.22
084.712.596-30;Matheus Silveira;2002-09-10;Anitta;2024-08-20;Arquibancada;165.95
164.790.382-31;Alana Gonçalves;2002-03-07;Ivete Sangalo;2024-10-29;Camarote;222.05
521.073.896-59;Maria Vitória Cunha;1981-07-09;Rock in Rio;2024-08-26;Camarote;202.7
569.721.843-55;André Cavalcanti;1984-06-22;Anitta;2024-12-28;Camarote;280.26
843.625.109-15;João Silveira;1990-06-17;Anitta;2024-09-22;Pista;147.32
826.317.405-80;Ana Julia Oliveira;1991-08-17;Ivete Sangalo;2024-11-06;VIP;499.76
629.517.804-94;Antônio da Cruz;1959-03-03;Rock in Rio;2024-09-07;Pista;106.24
890.137.462-50;Dr. Gustavo Melo;2001-10-09;Ivete Sangalo;2024-08-16;Arquibancada;168.07
104.672.385-53;Raul Cavalcanti;1963-05-17;Caetano Veloso;2024-08-21;VIP;492.46
930.417.856-84;Heloísa Moura;1980-07-11;Roberto Carlos;2024-12-03;Camarote;277.77
160.352.897-03;Sra. Maria Julia da Rocha;1980-02-23;Caetano Veloso;2024-08-26;Camarote;297.53
526.894.730-38;Dr. Daniel Cardoso;1950-03-02;Anitta;2024-09-22;Pista Premium;325.33
839.724.516-28;Ana Laura Cardoso;1965-12-06;Rock in Rio;2024-08-06;Arquibancada;195.15
480.256.973-47;Enzo Duarte;1997-04-27;Roberto Carlos;2024-10-10;Pista Premium;321.23
389.175.420-50;Enzo Gabriel da Cunha;1986-01-06;Ivete Sangalo;2024-08-31;Pista;140.79
740.892.651-85;Mariana da Mota;1987-02-25;Rock in Rio;2024-08-01;Camarote;243.48
738.456.120-53;Sr. Luiz Miguel da Luz;1954-04-24;Anitta;2024-10-17;Arquibancada;183.24
178.534.026-35;Enrico da Cruz;1992-09-06;Rock in Rio;2024-09-20;Pista;102.46
430.752.691-07;Milena da Cunha;1971-03-21;Anitta;2024-10-24;Camarote;209.73
613.574.920-06;Sr. Enzo Gabriel Mendes;1968-08-15;Rock in Rio;2024-12-22;Pista Premium;371.38
782.049.361-50;Clarice Almeida;1944-05-15;Anitta;2024-10-26;Pista Premium;333.47
940.518.637-00;Esther Ramos;1983-02-01;Ivete Sangalo;2024-11-13;Pista Premium;383.19
806.271.495-02;Ana Clara Costa;1965-02-12;Rock in Rio;2024-09-20;Arquibancada;169.82
490.183.672-22;Luiz Otávio Caldeira;1964-11-26;Anitta;2024-09-03;Arquibancada;194.1
604.592.813-05;Maria Cecília Moreira;1945-07-08;Rock in Rio;2024-09-02;Pista;109.43
735.241.860-17;Calebe Nascimento;1980-01-10;Rock in Rio;2024-08-20;Pista Premium;323.02
596.123.480-06;Thales Santos;1970-11-10;Anitta;2024-08-07;Camarote;244.5
762.138.945-19;Raul Martins;1982-08-03;Rock in Rio;2024-08-31;Pista Premium;317.68
632.984.501-89;Dr. Bryan Sales;1998-06-21;Ivete Sangalo;2024-09-24;Pista;142.02
831.074.956-20;Maria Mendes;2005-03-03;Roberto Carlos;2024-09-17;Pista Premium;376.79
875.630.492-74;Dra. Vitória Nogueira;2001-11-09;Anitta;2024-09-10;Camarote;262.21
487.361.592-55;Davi Lucca Mendes;2001-01-19;Ivete Sangalo;2024-10-09;Pista;122.61
290.783.154-23;João Lucas Novaes;1980-07-29;Caetano Veloso;2024-09-08;Pista;137.86
864.271.395-09;Alana Nascimento;1994-03-19;Caetano Veloso;2024-09-22;Pista Premium;302.66
806.139.475-84;Júlia Dias;1965-05-03;Rock in Rio;2024-12-24;Pista;140.74
632.807.951-68;Amanda Costela;1964-08-17;Anitta;2024-11-10;Pista;142.27
097.352.864-83;Rebeca Santos;1950-08-17;Rock in Rio;2024-11-05;Pista Premium;371.43
903.527.681-77;Murilo Nunes;1982-06-02;Rock in Rio;2024-11-08;Pista Premium;355.3
360.978.215-30;Maria da Rosa;1965-10-03;Anitta;2024-08-07;Camarote;262.18
741.630.298-69;Kamilly Teixeira;1995-01-02;Anitta;2024-08-26;Pista Premium;388.95
123.697.854-46;Lavínia Silveira;1994-09-28;Rock in Rio;2024-10-17;Arquibancada;181.09
374.915.206-34;Sabrina Rezende;1952-08-26;Roberto Carlos;2024-11-21;Camarote;261.14
701.624.953-07;Dr. Juan Nascimento;1995-02-20;Roberto Carlos;2024-08-24;Pista;141.16
123.074.685-44;Ana Júlia Novaes;1958-06-13;Caetano Veloso;2024-11-08;VIP;462.15
850.793.241-04;Catarina Rezende;2003-07-30;Rock in Rio;2024-12-28;Camarote;225.38
208.351.974-41;Catarina Rocha;1979-03-31;Anitta;2024-12-07;VIP;474.12
158.403.926-42;Nathan Jesus;2000-06-04;Anitta;2024-08-17;VIP;421.98
815.729.463-00;Maitê Moura;1984-12-14;Roberto Carlos;2024-12-13;Camarote;279.98
064.173.928-13;Ana Beatriz Vieira;1948-11-09;Caetano Veloso;2024-08-22;VIP;460.88
748.239.160-69;Ana Laura da Rosa;1998-04-21;Ivete Sangalo;2024-08-27;Pista Premium;384.14
170.823.964-22;Sofia Almeida;1993-01-05;Anitta;2024-12-16;Arquibancada;185.48
934.257.168-91;Isis das Neves;1965-09-26;Roberto Carlos;2024-08-12;VIP;419.94
758.629.143-82;Letícia Campos;1971-07-24;Caetano Veloso;2024-10-15;Arquibancada;172.31
593.842.716-91;Sra. Rebeca Moreira;1986-12-03;Anitta;2024-08-30;Pista;103.74
326.140.597-06;Lucas Gabriel Pires;1977-05-11;Roberto Carlos;2024-11-01;Pista Premium;308.24
461.827.953-28;Eduardo Silveira;1967-07-14;Roberto Carlos;2024-12-24;Arquibancada;190.96
501.376.824-17;Matheus Costela;1968-07-04;Roberto Carlos;2024-08-02;Camarote;241.31
362.974.508-38;Luiz Otávio da Luz;1960-03-20;Anitta;2024-08-09;Pista Premium;328.57
138.457.296-19;Gustavo Barros;1978-07-11;Anitta;2024-08-01;VIP;467.22
861.304.725-44;Ryan Nogueira;1975-09-07;Ivete Sangalo;2024-09-29;Camarote;240.73
458.209.673-56;Luiz Felipe Nunes;2000-10-24;Anitta;2024-12-09;Pista;129.1
418.936.257-37;Lucas Gabriel Fernandes;1975-02-16;Ivete Sangalo;2024-10-15;Arquibancada;165.66
905.487.136-93;João Guilherme Nogueira;1999-08-22;Rock in Rio;2024-12-04;Pista Premium;336.06
879.043.516-84;Davi Lucas Oliveira;1956-11-11;Roberto Carlos;2024-09-22;Pista;113.32
015.678.349-57;Dr. Cauã Costa;1947-03-10;Ivete Sangalo;2024-09-11;VIP;437.41
146.785.932-09;Dr. Igor Souza;2000-07-22;Ivete Sangalo;2024-12-20;Pista;113.72
874.923.651-28;Lara Mendes;1965-10-31;Ivete Sangalo;2024-09-09;VIP;417.03
736.048.915-66;Pietra da Mota;1952-08-31;Anitta;2024-08-07;Pista;119.23
523.864.791-37;Marcos Vinicius Melo;1952-10-23;Anitta;2024-12-23;VIP;422.14
091.753.826-95;Caio Correia;1974-06-25;Anitta;2024-12-15;VIP;496.15
026.479.318-87;Letícia Fernandes;1972-12-28;Ivete Sangalo;2024-08-18;Pista Premium;371.72
820.675.491-11;Davi Lucca das Neves;1992-08-27;Rock in Rio;2024-09-27;Pista Premium;379.2
936.521.074-70;Davi Luiz Dias;1978-05-03;Anitta;2024-10-03;Camarote;263.24
521.460.397-52;Arthur Rezende;1953-09-14;Ivete Sangalo;2024-08-20;Pista Premium;361.04
461.273.950-70;Benício Moura;1964-06-08;Anitta;2024-10-26;Pista;127.48
602.948.357-92;Rebeca Moraes;1975-11-05;Ivete Sangalo;2024-09-02;Pista Premium;374.24
783.064.592-29;Yago da Costa;1978-11-15;Anitta;2024-09-23;Camarote;205.95
189.560.473-75;Isaac Moura;1994-02-25;Caetano Veloso;2024-11-14;Camarote;263.44
198.327.504-23;Dr. Thiago Caldeira;2003-11-06;Anitta;2024-11-26;Pista Premium;332.43
857.921.436-09;Melissa Monteiro;1986-07-06;Caetano Veloso;2024-10-09;VIP;448.1
359.180.264-60;Isadora Costela;1959-08-04;Rock in Rio;2024-08-21;Pista;114.31
546.783.291-37;Enzo Gonçalves;2002-02-14;Caetano Veloso;2024-08-12;Arquibancada;195.64
583.067.941-84;Maria Julia Monteiro;1989-10-15;Ivete Sangalo;2024-12-24;Arquibancada;188.66
915.782.346-46;Caio da Cruz;2000-09-23;Ivete Sangalo;2024-11-22;Pista;109.07
943.162.578-46;Isadora Castro;1974-04-17;Ivete Sangalo;2024-10-13;Pista;106.79
679.513.402-43;Joana Caldeira;1950-09-17;Rock in Rio;2024-08-27;Pista Premium;365.34
096.378.514-10;Stella da Cruz;1982-12-13;Caetano Veloso;2024-12-04;VIP;451.48
970.316.845-01;Kamilly Cavalcanti;1967-06-27;Caetano Veloso;2024-10-26;VIP;476.89
862.974.135-09;Benjamin Lopes;1986-04-19;Rock in Rio;2024-09-30;Camarote;293.73
697.831.520-68;Murilo Gonçalves;2000-09-28;Ivete Sangalo;2024-09-22;Pista;146.81
316.908.457-75;Dr. Luiz Otávio Pires;1973-05-19;Anitta;2024-11-24;Pista;103.08
429.853.017-50;Nicolas da Mota;1944-04-20;Rock in Rio;2024-12-31;VIP;436.49
970.154.283-50;Cauê Cavalcanti;1986-03-28;Ivete Sangalo;2024-12-16;VIP;428.01
951.687.403-75;Emanuella Fernandes;1961-11-01;Rock in Rio;2024-11-07;Pista Premium;358.64
457.683.290-56;Agatha Martins;1997-02-12;Rock in Rio;2024-11-14;Pista Premium;361.19
068.527.431-44;Marcela Gonçalves;1969-08-05;Anitta;2024-10-13;Camarote;245.84
325.067.819-86;Igor da Costa;1974-11-16;Rock in Rio;2024-11-16;Pista;121.54
253.470.819-88;Lorena das Neves;1971-02-08;Caetano Veloso;2024-08-21;VIP;411.78
062.453.719-61;Letícia Fogaça;1987-11-01;Caetano Veloso;2024-10-20;Arquibancada;172.47
187.065.943-01;Vicente Moreira;1949-06-03;Caetano Veloso;2024-11-30;Pista;129.67
624.301.579-34;Diogo da Mota;1960-04-30;Ivete Sangalo;2024-08-13;Camarote;293.1
589.623.704-92;Sr. Bernardo Dias;1996-11-21;Caetano Veloso;2024-08-07;Pista;118.68
754.239.801-60;Bárbara da Costa;1978-01-01;Caetano Veloso;2024-12-06;Camarote;297.25
234.076.891-87;João Monteiro;2000-02-03;Rock in Rio;2024-11-04;Camarote;295.93
254.091.863-89;Raquel Melo;1997-04-12;Caetano Veloso;2024-09-30;VIP;459.97
239.864.710-22;Sofia da Rocha;1996-09-18;Rock in Rio;2024-09-30;Camarote;254.18
925.386.701-95;André da Cruz;1970-11-21;Roberto Carlos;2024-09-11;Pista;113.26
163.754.980-66;Murilo Melo;1969-11-02;Roberto Carlos;2024-11-12;Camarote;265.77
458.017.693-66;Lucas Gabriel Martins;1951-02-27;Rock in Rio;2024-11-04;VIP;434.68
591.023.784-50;Dr. Thales Barros;1987-06-04;Roberto Carlos;2024-11-27;Camarote;279.53
409.356.287-38;Henrique da Cunha;1983-05-14;Rock in Rio;2024-10-18;Pista Premium;385.76
687.215.930-86;Dra. Ana Vitória Nogueira;1983-07-13;Ivete Sangalo;2024-08-15;Pista Premium;328.17
624.159.078-20;Lívia Silva;2001-12-25;Ivete Sangalo;2024-12-15;Camarote;276.94
738.645.091-57;João Lucas Lima;1998-01-05;Ivete Sangalo;2024-08-03;Camarote;253.23
791.208.435-50;Matheus Ribeiro;1962-01-18;Anitta;2024-11-03;VIP;406.62
610.837.945-66;Maria Vitória Moreira;1954-01-27;Caetano Veloso;2024-12-02;Pista;103.24
831.765.904-66;Enzo Martins;1981-01-04;Caetano Veloso;2024-08-22;Pista;132.35
231.645.807-62;Lucca Porto;1946-11-23;Caetano Veloso;2024-12-26;Arquibancada;150.38
438.706.129-40;Eduardo Cardoso;1973-06-19;Anitta;2024-09-24;Camarote;219.52
715.469.023-25;Gabriel Barbosa;1971-08-03;Anitta;2024-09-22;Arquibancada;184.98
873.046.521-44;Srta. Catarina da Paz;1998-07-02;Roberto Carlos;2024-11-16;Pista Premium;389.5
946.781.253-37;Alexandre Campos;1954-04-28;Rock in Rio;2024-10-10;Pista Premium;378.54
961.028.547-30;Enrico Martins;1994-12-09;Caetano Veloso;2024-11-03;VIP;429.84
428.931.765-00;Luna Pereira;1994-04-06;Rock in Rio;2024-08-11;VIP;476.91
186.903.475-93;Raquel Peixoto;1946-08-22;Ivete Sangalo;2024-12-23;Pista;111.98
382.154.697-28;Ana Julia Silveira;1959-05-05;Ivete Sangalo;2024-12-25;Camarote;247.45
819.570.462-01;Mirella Ferreira;1953-04-11;Anitta;2024-09-28;Arquibancada;181.9
281.647.093-87;Maria Alice Nogueira;2001-09-17;Roberto Carlos;2024-08-26;VIP;490.36
037.156.842-08;Gabriel Porto;1953-09-01;Roberto Carlos;2024-10-02;Pista Premium;355.94
326.914.785-64;Srta. Ana Júlia Souza;1950-05-09;Anitta;2024-12-23;Camarote;236.81
042.689.175-94;Thales Nunes;2005-08-15;Anitta;2024-10-12;VIP;466.19
713.284.956-55;Clarice Pinto;1975-06-20;Caetano Veloso;2024-09-14;Arquibancada;155.93
413.759.068-01;Natália Costela;1952-06-27;Rock in Rio;2024-08-03;Camarote;266.99
982.743.650-38;Sr. Bruno da Mota;1983-11-09;Roberto Carlos;2024-10-03;VIP;414.1
698.401.357-75;Helena Duarte;1979-07-12;Roberto Carlos;2024-08-27;Pista;119.72
320.719.546-61;Erick Dias;1972-08-08;Rock in Rio;2024-09-16;Pista Premium;369.06
760.891.354-10;Dra. Nicole Fernandes;2001-12-14;Caetano Veloso;2024-10-20;Camarote;239.7
092.657.143-52;Agatha da Mata;1968-07-07;Ivete Sangalo;2024-10-31;Pista Premium;354.46
546.391.728-00;Francisco Dias;1985-04-03;Ivete Sangalo;2024-10-26;Pista;116.9
236.894.751-55;Olivia da Mota;1956-12-23;Roberto Carlos;2024-12-27;Pista;148.21
048.916.725-01;Laura das Neves;1984-09-25;Ivete Sangalo;2024-09-30;Pista Premium;358.35
542.179.630-25;Gustavo Santos;1962-02-23;Anitta;2024-09-12;Pista Premium;301.56
096.287.513-95;Dr. Eduardo Rezende;1973-10-24;Ivete Sangalo;2024-09-13;Pista Premium;306.09
051.839.724-60;Joaquim Cardoso;1958-09-27;Roberto Carlos;2024-10-24;VIP;411.43
549.703.126-99;Sophia Gonçalves;1986-08-10;Anitta;2024-10-14;Pista;131.15
837.065.941-10;Calebe da Costa;1950-08-04;Anitta;2024-10-26;Camarote;249.71
892.610.475-30;Ana Lívia Moreira;2006-03-21;Caetano Veloso;2024-10-27;Camarote;237.73
132.987.506-03;Arthur Santos;2005-07-11;Ivete Sangalo;2024-11-23;Pista Premium;343.58
053.782.164-35;Theo Silveira;1945-09-29;Ivete Sangalo;2024-11-05;Pista Premium;346.54
184.570.269-76;Nicolas Costa;1945-02-12;Ivete Sangalo;2024-08-19;VIP;435.72
950.176.324-25;Dr. Rodrigo Aragão;1990-02-10;Roberto Carlos;2024-10-17;Arquibancada;173.05
051.986.273-21;Pedro Miguel Moreira;1996-02-24;Anitta;2024-08-01;Pista;102.29
085.623.947-00;Thales Jesus;1975-11-12;Caetano Veloso;2024-09-28;Pista Premium;310.27
941.365.708-48;Srta. Esther Teixeira;1999-07-13;Roberto Carlos;2024-09-09;Pista Premium;372.84
518.970.642-76;Alícia Araújo;1996-04-14;Caetano Veloso;2024-11-13;Camarote;249.01
426.089.135-98;Dra. Beatriz Gonçalves;1956-07-29;Rock in Rio;2024-09-04;Pista;109.05
345.917.268-19;Noah Pires;1991-09-11;Roberto Carlos;2024-12-09;Camarote;291.09
042.178.359-14;Marina Novaes;1946-08-31;Roberto Carlos;2024-08-28;VIP;446.88
386.705.241-71;Isaac Rodrigues;1985-11-20;Rock in Rio;2024-10-20;Pista;125.5
630.957.412-43;Srta. Giovanna Duarte;1970-05-25;Rock in Rio;2024-08-08;VIP;448.92
745.926.831-37;Maysa Novaes;1977-11-08;Caetano Veloso;2024-09-20;Arquibancada;167.86
328.079.516-86;Anthony Campos;1969-08-11;Rock in Rio;2024-08-10;Pista Premium;323.75
065.238.417-07;Bianca Lima;1981-12-10;Caetano Veloso;2024-10-29;Pista;118.46
382.640.175-17;Julia Nogueira;2004-01-16;Anitta;2024-09-09;VIP;421.21
910.465.328-98;Dr. Renan da Rocha;1997-05-01;Caetano Veloso;2024-09-05;Pista Premium;301.15
017.286.549-20;Lucca Carvalho;1997-09-09;Caetano Veloso;2024-11-22;VIP;497.29
486.532.107-17;Enrico Sales;1984-06-29;Ivete Sangalo;2024-11-18;Camarote;287.96
249.837.516-37;Pedro Henrique da Costa;1964-05-31;Ivete Sangalo;2024-09-29;Arquibancada;171.9
812.093.647-78;Ana Laura Freitas;1948-04-23;Ivete Sangalo;2024-10-21;Arquibancada;198.64
203.165.987-12;Gabriela das Neves;1951-08-31;Caetano Veloso;2024-12-14;Camarote;296.94
754.861.932-46;Bianca Ribeiro;1978-07-06;Roberto Carlos;2024-08-25;Pista Premium;344.69
567.403.128-26;Maria Cecília Peixoto;1987-05-07;Anitta;2024-12-16;VIP;463.78
248.671.930-03;Noah Cardoso;1976-09-09;Caetano Veloso;2024-12-17;VIP;451.83
963.107.542-70;Raul Sales;1997-03-03;Rock in Rio;2024-08-13;VIP;482.53
968.027.345-83;Cauê Jesus;1970-07-22;Roberto Carlos;2024-11-13;Pista Premium;355.46
654.201.397-07;Luiz Miguel Pereira;1947-09-01;Rock in Rio;2024-08-03;VIP;475.42
384.916.750-00;Laura Moura;1963-07-31;Roberto Carlos;2024-08-08;Pista;100.45
752.438.109-32;Mirella Alves;1959-02-13;Roberto Carlos;2024-09-19;Pista;141.34
482.035.167-26;Lívia Farias;1992-07-31;Roberto Carlos;2024-12-22;Pista;144.31
863.079.425-92;Yasmin Silveira;1955-12-13;Ivete Sangalo;2024-09-08;Pista;117.88
734.019.865-20;Rodrigo Fogaça;1985-08-19;Ivete Sangalo;2024-09-16;Pista Premium;337.51
109.567.283-59;Amanda Souza;1964-09-26;Rock in Rio;2024-12-05;Camarote;225.82
948.601.257-11;Yasmin Gomes;1986-02-08;Anitta;2024-09-18;Pista Premium;388.9
346.708.129-04;Davi Luiz Martins;1951-12-30;Anitta;2024-09-15;VIP;453.87
520.381.647-62;Joaquim Mendes;1997-02-21;Rock in Rio;2024-08-22;Pista Premium;318.09
945.026.831-24;Pietro Lima;1996-10-02;Roberto Carlos;2024-12-14;Arquibancada;174.39
702.541.398-41;Nathan Teixeira;1976-03-25;Rock in Rio;2024-12-08;Camarote;285.88
138.562.047-17;Leonardo Cardoso;2000-08-31;Ivete Sangalo;2024-11-26;Pista Premium;340.27
169.807.432-87;Alice Cardoso;1977-04-25;Caetano Veloso;2024-12-06;Pista Premium;362.16
307.654.298-29;Dra. Sofia Costa;1946-10-28;Roberto Carlos;2024-08-13;Camarote;230.96
846.127.059-20;João Gabriel Farias;1967-10-18;Rock in Rio;2024-09-30;Pista;108.1
432.860.791-03;Dr. Davi Souza;1944-07-28;Rock in Rio;2024-12-20;Pista;129.48
951.742.836-73;Renan Peixoto;1963-07-12;Rock in Rio;2024-10-31;VIP;481.19
138.479.065-93;Alice Silveira;2002-02-08;Roberto Carlos;2024-09-08;VIP;407.16
329.740.581-32;Henrique Castro;1990-10-18;Roberto Carlos;2024-10-03;Pista Premium;345.31
572.391.846-09;Dra. Bruna Farias;1971-10-09;Ivete Sangalo;2024-12-22;Arquibancada;174.48
860.159.734-39;Maria Cecília Cardoso;1987-07-11;Rock in Rio;2024-08-19;Arquibancada;171.4
586.479.031-10;Ana Lívia Freitas;1948-07-06;Ivete Sangalo;2024-12-31;Pista Premium;344.71
074.531.689-10;Larissa Pereira;1993-02-16;Rock in Rio;2024-11-18;VIP;492.71
249.863.175-55;Laís Duarte;1958-05-30;Rock in Rio;2024-10-17;Pista;144.63
620.437.851-17;Sr. Carlos Eduardo Moraes;1990-07-20;Rock in Rio;2024-12-19;Camarote;232.18
534.216.970-43;Elisa Silveira;1968-06-14;Caetano Veloso;2024-10-03;Arquibancada;178.6
094.526.871-85;Julia Cardoso;1999-02-02;Roberto Carlos;2024-12-20;Camarote;233.13
258.473.106-17;Maria Luiza Duarte;1951-12-26;Roberto Carlos;2024-09-05;Camarote;208.08
769.421.508-94;Ana Luiza Cavalcanti;2001-04-28;Roberto Carlos;2024-12-18;Arquibancada;158.51
218.643.079-78;Sophie Santos;1978-04-25;Anitta;2024-08-06;Arquibancada;178.04
584.301.792-32;Isis Fogaça;1953-02-25;Ivete Sangalo;2024-08-07;VIP;406.11
745.103.982-04;Sr. Otávio Silva;1948-04-25;Rock in Rio;2024-10-22;Arquibancada;185.6
489.275.031-04;Vicente Santos;1949-06-24;Anitta;2024-11-20;Pista Premium;340.82
532.047.186-62;João Miguel Martins;1955-10-13;Ivete Sangalo;2024-10-14;Pista Premium;344.48
781.460.239-40;Dra. Eloah Oliveira;2004-10-02;Caetano Veloso;2024-08-01;Camarote;280.11
367.029.418-03;Gabrielly da Conceição;1992-09-27;Roberto Carlos;2024-10-15;Pista Premium;302.66
089.754.362-92;João Guilherme Martins;1944-11-19;Rock in Rio;2024-11-10;Camarote;216.6
214.506.397-80;Sr. Cauã Martins;1973-09-22;Rock in Rio;2024-10-19;Arquibancada;170.51
817.526.094-76;Emanuel Jesus;1981-08-22;Caetano Veloso;2024-11-18;Camarote;237.45
583.794.012-04;Melissa da Mota;1999-07-13;Anitta;2024-12-04;VIP;407.24
948.201.356-51;Alexia Sales;1986-07-21;Ivete Sangalo;2024-11-29;Camarote;251.94
481.760.925-76;João Lucas Ramos;1952-01-31;Rock in Rio;2024-11-16;Arquibancada;191.96
612.359.478-82;Caroline Campos;1946-01-07;Rock in Rio;2024-09-01;Pista;141.39
590.621.483-60;Ana Clara Cunha;1959-08-29;Caetano Veloso;2024-11-30;Pista Premium;365.52
736.189.024-50;Srta. Alexia Moraes;1959-06-17;Anitta;2024-09-05;Arquibancada;165.28
310.729.586-86;Dr. Enrico Aragão;1965-01-27;Caetano Veloso;2024-12-01;Arquibancada;170.93
503.421.976-06;Paulo Rezende;1991-11-18;Roberto Carlos;2024-12-28;Camarote;277.22
541.286.370-17;Vitória Rezende;1955-04-28;Roberto Carlos;2024-10-30;VIP;475.64
864.957.103-48;Maria Julia Viana;1954-04-12;Roberto Carlos;2024-12-07;VIP;434.52
359.468.172-64;Alana Cunha;1961-11-08;Rock in Rio;2024-09-02;Arquibancada;191.4
954.263.710-16;Sra. Helena Alves;2001-09-13;Anitta;2024-10-22;Camarote;291.0
254.819.670-49;Eduarda Vieira;1964-01-06;Rock in Rio;2024-09-09;Camarote;282.26
175.486.902-58;Benício Rocha;1981-06-04;Anitta;2024-12-09;Arquibancada;195.36
048.632.179-78;Gustavo Henrique Vieira;1944-08-10;Rock in Rio;2024-08-23;Pista Premium;315.1
506.812.973-95;Marcelo Santos;1974-09-30;Anitta;2024-10-15;Pista Premium;375.22
389.241.075-50;Ana Júlia Porto;1958-05-13;Caetano Veloso;2024-09-20;VIP;475.3
973.512.864-00;João Gabriel Campos;1972-09-20;Roberto Carlos;2024-10-17;VIP;421.62
526.934.180-89;Rafael Barros;2001-07-28;Rock in Rio;2024-11-23;Arquibancada;156.56
793.481.056-39;Lavínia da Conceição;1977-12-09;Caetano Veloso;2024-08-14;Pista;133.26
514.876.930-01;Nicole Ramos;1946-02-20;Roberto Carlos;2024-10-28;VIP;441.24
124.083.695-33;Kaique Oliveira;1990-07-06;Anitta;2024-10-28;Arquibancada;160.39
